"","Ingles","Espanol"
"8775","save","guardar"
"8776","perceive","percibe"
"8777","worsen","empeorar"
"8778","useful","provechoso"
"8779","productive","productivos"
"8780","wave","oleada"
"8781","encloses","encierra"
"8782","present","regalo"
"8783","will show","demostrarã"
"8784","perceive","perciben"
"8785","grain","grano"
"8786","Holland","holanda"
"8787","transcendence","trascendencia"
"8788","produced","producida"
"8789","inspire","inspira"
"8790","regulated","regulados"
"8791","pregnant","embarazadas"
"8792","wild","silvestres"
"8793","wind","viento"
"8794","solve","resuelvan"
"8795","protecting","protegiendo"
"8796","understandable","comprensibles"
"8797","motivated","motivado"
"8798","weber","weber"
"8799","eventually","eventualmente"
"8800","distinguished","distinguidos"
"8801","grossetãªte","grossetãªte"
"8802","send to","enviarã"
"8803","remember it","recordarlo"
"8804","come","vengan"
"8805","safeguards","salvaguardias"
"8806","entering","entrando"
"8807","ethnic group","etnia"
"8808","will provide","brindarã"
"8809","I advocate","abogo"
"8810","consolidated","consolidado"
"8811","business","business"
"8812","rector","rector"
"8813","take advantage","aprovecharse"
"8814","resolved","resuelta"
"8815","separated","separadas"
"8816","navy","armada"
"8817","eggs","huevos"
"8818","friendly","amables"
"8819","plenary","plenos"
"8820","secondary","secundario"
"8821","sterling","esterlinas"
"8822","increase","aumentarã­a"
"8823","will include","incluyera"
"8824","destroys","destruye"
"8825","preventing","impidiendo"
"8826","pointed","apuntado"
"8827","issue","emita"
"8828","exercises","ejercicios"
"8829","speculative","especulativos"
"8830","totalitarian","totalitario"
"8831","used","usado"
"8832","clarifies","aclara"
"8833","will charge","encargarã"
"8834","proceed","procederã"
"8835","did","hicieran"
"8836","we fear","tememos"
"8837","pole","polo"
"8838","abstain","abstenernos"
"8839","ferries","transbordadores"
"8840","modify","modifican"
"8841","announced","anunciada"
"8842","looking","mirando"
"8843","cluster","racimo"
"8844","very important","importantã­sima"
"8845","imply","impliquen"
"8846","derogations","derogaciones"
"8847","oppose us","oponernos"
"8848","sheep","ovejas"
"8849","dialogue","dialogar"
"8850","sincere","sinceras"
"8851","isolate","aislar"
"8852","they make it difficult","dificultan"
"8853","stand","situarse"
"8854","negotiated","negociada"
"8855","suppose","suponã­a"
"8856","increase","incrementarã"
"8857","Farmers","granjeros"
"8858","deâ","deâ"
"8859","preferential","preferente"
"8860","cited","citados"
"8861","dossier","dossier"
"8862","contradictory","contradictorio"
"8863","stories","historias"
"8864","intense","intensos"
"8865","scrubs","escrãºpulos"
"8866","accepting","aceptando"
"8867","frassoni","frassoni"
"8868","commissioner","comisionado"
"8869","double","duplicar"
"8870","bottle","botella"
"8871","Firstly","primeramente"
"8872","allow them","permitirles"
"8873","isolated","aisladas"
"8874","discriminatory","discriminatorias"
"8875","investigate","investigue"
"8876","destroying","destruyendo"
"8877","comparative","comparativa"
"8878","fundamentalists","fundamentalistas"
"8879","they matter","importan"
"8880","Afghan","afgano"
"8881","alliances","alianzas"
"8882","vacãos","vacã­os"
"8883","cure","curar"
"8884","speed up","agilizar"
"8885","move","moverse"
"8886","move","mueve"
"8887","institutes","institutos"
"8888","nimes","nimos"
"8889","discriminatory","discriminatoria"
"8890","plurality","pluralidad"
"8891","decreases","disminuye"
"8892","elaborate","elaboren"
"8893","thanks","agradece"
"8894","honesty","honestidad"
"8895","wild","salvajes"
"8896","exceed","supere"
"8897","everyday","cotidianas"
"8898","presidential","presidencial"
"8899","trichet","trichet"
"8900","examine","examinen"
"8901","enough","bastan"
"8902","influx","afluencia"
"8903","peninsula","penã­nsula"
"8904","creative","creativas"
"8905","let's act","actuemos"
"8906","start","iniciarã"
"8907","indispensable","imprescindibles"
"8908","identities","identidades"
"8909","consist","consistã­a"
"8910","assumed","asumiã"
"8911","moderate","moderados"
"8912","identify","identifica"
"8913","liese","liese"
"8914","fatuzzo","fatuzzo"
"8915","aggravate","agravar"
"8916","appointments","nombramientos"
"8917","leave","abandone"
"8918","sjã","sjã"
"8919","reiterates","reitera"
"8920","compatriots","compatriotas"
"8921","totalitarianism","totalitarismo"
"8922","macrofinanciera","macrofinanciera"
"8923","close","cercanos"
"8924","correct","subsanar"
"8925","demonstrated","demostrada"
"8926","assimilate","asimã"
"8927","legually","legã­timamente"
"8928","solved","solucionado"
"8929","coincide","coincidir"
"8930","ueo","ueo"
"8931","run away","huir"
"8932","will carry","llevarã­a"
"8933","Amsterdam","msterdam"
"8934","pesd","pesd"
"8935","regulatory","reguladora"
"8936","magazine","revista"
"8937","restricted","restringido"
"8938","singular","singular"
"8939","thank you","agradecerles"
"8940","reduce","reducirã­a"
"8941","will suffer","sufrirã"
"8942","reintegration","reintegraciã"
"8943","farmers","campesinos"
"8944","overcome","vencer"
"8945","advisory","consultivos"
"8946","contradictory","contradictorios"
"8947","helmsburton","helmsburton"
"8948","culminaciã","culminaciã"
"8949","failures","fracasos"
"8950","stop","tope"
"8951","released","liberado"
"8952","breyer","breyer"
"8953","location","localizaciã"
"8954","they acquire","adquieren"
"8955","foresee","prevea"
"8956","reaffirms","reafirma"
"8957","backing out","retirarse"
"8958","mere","meras"
"8959","hides","esconde"
"8960","white","blanca"
"8961","interinstitutional","interinstitucionales"
"8962","Mozambique","mozambique"
"8963","transient","transitoria"
"8964","verdict","veredicto"
"8965","trakatellis","trakatellis"
"8966","remove","elimine"
"8967","lamassoure","lamassoure"
"8968","persists","persiste"
"8969","I keep","mantengo"
"8970","alter","alterar"
"8971","need","necesitar"
"8972","we say hello","saludamos"
"8973","notes","notas"
"8974","applicant","solicitante"
"8975","apparent","aparente"
"8976","cinematogrã","cinematogrã"
"8977","shameful","vergonzosa"
"8978","consume","consumir"
"8979","adapted","adaptado"
"8980","groupings","agrupaciones"
"8981","we analyze","analizamos"
"8982","hard","ardua"
"8983","I admit","admito"
"8984","loyalty","lealtad"
"8985","liberalized","liberalizado"
"8986","decree","decreto"
"8987","specifies","especifica"
"8988","divide","divide"
"8989","beijing","beijing"
"8990","seasons","estaciones"
"8991","help","ayudã"
"8992","extreme","extremas"
"8993","needed","necesitaba"
"8994","cord","cord"
"8995","stedt","stedt"
"8996","respected","respetados"
"8997","destabilize","desestabilizaciã"
"8998","justified","justificados"
"8999","reflect","reflejen"
"9000","cultivate","cultivar"
"9001","mulo","mbulo"
"9002","get organized","organizarse"
"9003","nen","nen"
"9004","we offer","ofrecemos"
"9005","land","terrestre"
"9006","sports","deportes"
"9007","pandemic","pandemia"
"9008","cula","cula"
"9009","they found","encontraban"
"9010","it sounds","suena"
"9011","oãmos","oã­mos"
"9012","Irish","irlandesas"
"9013","liberalism","liberalismo"
"9014","explácito","explã­cito"
"9015","Playing","jugando"
"9016","events","eventos"
"9017","insult","insulto"
"9018","minusvã","minusvã"
"9019","concentrate","concentra"
"9020","Turkish Cypriots","turcochipriotas"
"9021","I need","necesite"
"9022","updated","actualizada"
"9023","recipients","destinatarios"
"9024","acnur","acnur"
"9025","retirees","jubilados"
"9026","ccns","ccns"
"9027","eurogroup","eurogrupo"
"9028","harm","perjudican"
"9029","thyssen","thyssen"
"9030","place","coloca"
"9031","heavy","pesado"
"9032","appearance","comparecencia"
"9033","repeat","repitan"
"9034","begin","comienzan"
"9035","discontinued","suspendido"
"9036","Albanian","albanesa"
"9037","creative","creativa"
"9038","read","lee"
"9039","highlight","resalta"
"9040","macao","macao"
"9041","they expressed","expresaron"
"9042","metals","metales"
"9043","prepare","preparã"
"9044","Haunted","encantada"
"9045","vit","vit"
"9046","narrow","estrechar"
"9047","install","instã"
"9048","elbow","codo"
"9049","frão","frã­o"
"9050","controversies","controversias"
"9051","will want","querrã"
"9052","helmet","casco"
"9053","emotion","emociã"
"9054","Luke","lucas"
"9055","open","abren"
"9056","choose","escoger"
"9057","start","arranque"
"9058","remote","remotas"
"9059","square","plaza"
"9060","conveniently","convenientemente"
"9061","they carry","conllevan"
"9062","vigilantes","vigilantes"
"9063","invest","invierten"
"9064","infection","infecciã"
"9065","executive","ejecutivas"
"9066","to refrain","abstenerse"
"9067","will adopt","adoptara"
"9068","textually","textualmente"
"9069","virtual","virtual"
"9070","counting","contando"
"9071","shock","choque"
"9072","promises","promete"
"9073","port","portuarias"
"9074","flour","harina"
"9075","increments","incrementos"
"9076","nationalities","nacionalidades"
"9077","undertake","emprenda"
"9078","specialized","especializado"
"9079","quotations","cotizaciones"
"9080","support it","apoyarlo"
"9081","eurocontrol","eurocontrol"
"9082","Tehera","teherã"
"9083","eurobarã","eurobarã"
"9084","machine","quina"
"9085","I will try","tratara"
"9086","generous","generoso"
"9087","variable","variable"
"9088","hrkop","hrkop"
"9089","Labor","laboristas"
"9090","children","infantiles"
"9091","located","situadas"
"9092","irregular","irregular"
"9093","achieve","logren"
"9094","dare","atreverã­a"
"9095","prepared","preparadas"
"9096","garcãa","garcã­a"
"9097","ready","listos"
"9098","generated","generados"
"9099","layers","capas"
"9100","habitant","habitante"
"9101","plectrum","puã"
"9102","centralization","centralizaciã"
"9103","rgico","rgico"
"9104","face","rostro"
"9105","awake","despierta"
"9106","put it","ponerlo"
"9107","mayor","alcalde"
"9108","ceremony","ceremonia"
"9109","gladly","gustosamente"
"9110","Moroccan","marroquã­es"
"9111","complicity","complicidad"
"9112","they play","juegan"
"9113","desperately","desesperadamente"
"9114","vicious","vicioso"
"9115","foundations","fundaciones"
"9116","fix","fije"
"9117","friendly","amable"
"9118","set up","configurar"
"9119","regulatory","reglamentaria"
"9120","worker","trabajadora"
"9121","calculated","calculado"
"9122","I forget","olvido"
"9123","remove","quitar"
"9124","tenders","licitaciones"
"9125","fabricated","fabricados"
"9126","compromise","comprometernos"
"9127","fakes","falsificaciones"
"9128","excuses","excusas"
"9129","dupuis","dupuis"
"9130","peacefully","pacã­ficamente"
"9131","executives","ejecutivos"
"9132","echelon","echelon"
"9133","plague","plaga"
"9134","Suspect","sospecho"
"9135","tenacity","tenacidad"
"9136","emergencies","emergencias"
"9137","suggest","sugieren"
"9138","remote","alejadas"
"9139","admitted","admitido"
"9140","vacãa","vacã­a"
"9141","open","abrirã"
"9142","connect","conectar"
"9143","evils","males"
"9144","Underlying","subyace"
"9145","careers","carreras"
"9146","live","vivan"
"9147","avoid","evitarã"
"9148","committing","cometiendo"
"9149","affordable","asequible"
"9150","collectively","colectivamente"
"9151","cancel","cancelaciã"
"9152","check","chequeo"
"9153","klaus","klaus"
"9154","sugar","azucarera"
"9155","biogã","biogã"
"9156","late","tardã­a"
"9157","advance","adelantar"
"9158","Look","mire"
"9159","increase","aumentã"
"9160","solidary","solidario"
"9161","faithful","fieles"
"9162","extra","extra"
"9163","regrettable","lamentables"
"9164","urban","urban"
"9165","created","creadas"
"9166","pretend","pretenda"
"9167","invest","invierte"
"9168","borrowed","prestados"
"9169","secret","secreta"
"9170","decreasing","disminuyendo"
"9171","leave","irse"
"9172","transdniã","transdniã"
"9173","increasing","incrementando"
"9174","refundiciã","refundiciã"
"9175","schroedter","schroedter"
"9176","dedicate","dedique"
"9177","I existed","existiera"
"9178","required","requerido"
"9179","bread","pan"
"9180","duisenberg","duisenberg"
"9181","wise","sabios"
"9182","physicists","fã­sicos"
"9183","accepted","aceptados"
"9184","it would look","parecerã­a"
"9185","fiscalãa","fiscalã­a"
"9186","titled","titulada"
"9187","latinoamã","latinoamã"
"9188","dioxins","dioxinas"
"9189","oblige","obligue"
"9190","have us","habernos"
"9191","noxious","nocivas"
"9192","cause","causã"
"9193","decide","decidirse"
"9194","objective","objetivas"
"9195","not going","nova"
"9196","reactor","reactor"
"9197","wanted","quiso"
"9198","lancker","lancker"
"9199","seniors","mayorã­as"
"9200","made","efectuadas"
"9201","ner","ner"
"9202","tony","tony"
"9203","origins","orã­genes"
"9204","p.m","pm"
"9205","violent","violentas"
"9206","congratulate","felicita"
"9207","facilitated","facilitada"
"9208","pavilions","pabellones"
"9209","half","mediã"
"9210","regroup","reagrupaciã"
"9211","evaluate","evalãºa"
"9212","triã","triã"
"9213","pursued","perseguido"
"9214","foresee","preveã­a"
"9215","concentrated","concentrado"
"9216","they achieve","logran"
"9217","desperate","desesperada"
"9218","johannesburg","johannesburgo"
"9219","event","suceso"
"9220","istanbul","estambul"
"9221","we will arrive","llegaremos"
"9222","they concern","conciernen"
"9223","you are welcome","bienvenido"
"9224","Mrs","sras"
